date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:17:02	22053/22053	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_K0qXlfS.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_K0qXlfS.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:03	23741/23741	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/6.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/6.html	(from https://bbs.super-deel.site/dhan/)
19:17:03	35864/35864	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1-2.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1-2.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:04	23770/23770	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/7.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/7.html	(from https://bbs.super-deel.site/dhan/)
19:17:05	49816/49816	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_T3Y7ycT.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_T3Y7ycT.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:05	23785/23785	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/10.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/10.html	(from https://bbs.super-deel.site/dhan/)
19:17:05	25489/25489	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_QmSRoN0.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_QmSRoN0.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:06	23806/23806	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/11.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/11.html	(from https://bbs.super-deel.site/dhan/)
19:17:06	44925/44925	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_KAFXgz5.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_KAFXgz5.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:07	23780/23780	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/12.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/12.html	(from https://bbs.super-deel.site/dhan/)
19:17:07	491958/491958	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_gG7QDr5.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_gG7QDr5.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:08	23803/23803	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/13.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/13.html	(from https://bbs.super-deel.site/dhan/)
19:17:08	442685/442685	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_gn2BPB1.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_gn2BPB1.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:08	23862/23862	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/14.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/14.html	(from https://bbs.super-deel.site/dhan/)
19:17:09	304030/304030	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_kikGe33.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_kikGe33.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:09	24202/24202	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/15.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/15.html	(from https://bbs.super-deel.site/dhan/)
19:17:10	187973/187973	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_oZvgTXs.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_oZvgTXs.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:10	23149/23149	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/16.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/16.html	(from https://bbs.super-deel.site/dhan/)
19:17:10	193238/193238	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_cHsemUs.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_cHsemUs.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:11	23125/23125	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/17.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/17.html	(from https://bbs.super-deel.site/dhan/)
19:17:11	320392/320392	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_pVKC8qk.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_pVKC8qk.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:11	24338/24338	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/18.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/18.html	(from https://bbs.super-deel.site/dhan/)
19:17:12	258368/258368	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_xXoqJXS.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_xXoqJXS.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:12	23844/23844	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/19.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/19.html	(from https://bbs.super-deel.site/dhan/)
19:17:13	128705/128705	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_MgiCTtn.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_MgiCTtn.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:13	23163/23163	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/20.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/20.html	(from https://bbs.super-deel.site/dhan/)
19:17:13	266647/266647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_a7H0Qb3.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_a7H0Qb3.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:14	23139/23139	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/21.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/21.html	(from https://bbs.super-deel.site/dhan/)
19:17:14	176293/176293	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_jOSVO6G.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_jOSVO6G.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:14	23382/23382	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/22.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/22.html	(from https://bbs.super-deel.site/dhan/)
19:17:15	353266/353266	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_N2MK8fl.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_N2MK8fl.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:15	22493/22493	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/23.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/23.html	(from https://bbs.super-deel.site/dhan/)
19:17:15	174081/174081	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_ukycp0t.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_ukycp0t.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:16	23174/23174	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/25.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/25.html	(from https://bbs.super-deel.site/dhan/)
19:17:16	366364/366364	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_gEU3NVb.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_gEU3NVb.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:17	22211/22211	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/26.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/26.html	(from https://bbs.super-deel.site/dhan/)
19:17:17	263639/263639	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_q1Yo7QJ.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_q1Yo7QJ.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:17	22307/22307	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/27.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/27.html	(from https://bbs.super-deel.site/dhan/)
19:17:18	218984/218984	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_g1cDO9x.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_g1cDO9x.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:18	22237/22237	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/28.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/28.html	(from https://bbs.super-deel.site/dhan/)
19:17:18	181260/181260	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_CkiJBOC.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_CkiJBOC.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:19	23071/23071	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/8.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/8.html	(from https://bbs.super-deel.site/dhan/)
19:17:19	24239/24239	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_nDUy96V.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_nDUy96V.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:20	23097/23097	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/9.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/9.html	(from https://bbs.super-deel.site/dhan/)
19:17:20	45414/45414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/1_1KcLxXw.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/1_1KcLxXw.jpg	(from https://bbs.super-deel.site/dhan/)
19:17:20	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Oct%202024%2013:47:21%20GMT	https://bbs.super-deel.site/ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	(from https://bbs.super-deel.site/dhan/)
19:17:21	67269/67269	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/bootstrap.min.js	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/bootstrap.min.js	(from https://bbs.super-deel.site/dhan/)
19:17:21	1005/1005	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/static/index.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/index.html	(from https://bbs.super-deel.site/dhan/static/polls/css/bootstrap.min.css)
19:17:22	1125/1125	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/images/theme/search.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/images/theme/search.html	(from https://bbs.super-deel.site/dhan/static/polls/css/style.css)
19:17:22	2484/2484	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/img/love.png	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/img/love.png	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:23	835/835	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/img/share.png	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/img/share.png	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:23	1401/1401	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2021:25:08%20GMT	https://bbs.super-deel.site/dhan/polls/product/external452e452e452e452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/product/external452e452e452e452e452e452e452e452e452e.html	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:23	43676/43676	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/product-29-09-2023-169600969161nzPMNY8zL._SL1500_0MzntAu.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/product-29-09-2023-169600969161nzPMNY8zL._SL1500_0MzntAu.jpg	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:24	74712/74712	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/pppp3.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/pppp3.jpg	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:24	8376/8376	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/img/plue-fassured.png	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/img/plue-fassured.png	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:25	42096/42096	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2021:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/img/pay-latter.png	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/img/pay-latter.png	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:25	4329/4329	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/img/replacement.png	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/img/replacement.png	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:26	2063/2063	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Sep%202024%2023:25:06%20GMT	https://bbs.super-deel.site/dhan/static/polls/img/non-cod.png	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/static/polls/img/non-cod.png	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:26	783352/783352	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/downloadrv_bv8rSZE.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/downloadrv_bv8rSZE.jpg	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:27	32715/32715	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Oct%202024%2012:01:48%20GMT	https://bbs.super-deel.site/dhan/polls/address/2.html	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/polls/address/2.html	(from https://bbs.super-deel.site/dhan/polls/product/2.html)
19:17:27	39300/39300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2023:25:02%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/2.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/2.jpg	(from https://bbs.super-deel.site/dhan/polls/product/3.html)
19:17:28	783352/783352	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Sep%202024%2021:25:04%20GMT	https://bbs.super-deel.site/dhan/media/polls/images/rv.jpg	C:/My%20Web%20Sites/mydeal/bbs.super-deel.site/dhan/media/polls/images/rv.jpg	(from https://bbs.super-deel.site/dhan/polls/product/3.html)
